j,t,l, Inv, Inv_LB, shortage
AB57, 39, Phase_II_D3_PAA5, 2.66667, 2, 0
AB57, 39, Phase_II_D1_PAA_3, 0, 0, 0
AB57, 39, Phase_I_128_Staging_Location, 0, 0, 0
AB57, 39, Phase_II_D-Day_128_Support_Area, 0, 0, 0
AB57, 39, Port_of_Belawan, 8, 0, 0
AB57, 39, Banda_Aceh_Port, 58.6667, 0, 0
AB57, 40, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
AB57, 40, Phase_II_Farp_2A, 0, 0, 0
AB57, 40, Phase_I_313_Staging_Location, 0, 0, 0
AB57, 40, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
AB57, 40, Phase_II_D2_PAA4, 1, 1, 0
AB57, 40, Phase_II_PAA2, 0, 0, 0
AB57, 40, Sultan_Iskandar_Muda_Airport, 2, 2, 0
AB57, 40, Medan_Air_Base, 4, 4, 0
AB57, 40, Phase_I_328_Staging_Location, 0, 0, 0
AB57, 40, Phase_II_D3_PAA5, 2, 2, 0
AB57, 40, Phase_II_D1_PAA_3, 0, 0, 0
AB57, 40, Phase_I_128_Staging_Location, 0, 0, 0
AB57, 40, Phase_II_D-Day_128_Support_Area, 0, 0, 0
AB57, 40, Port_of_Belawan, 0, 0, 0
AB57, 40, Banda_Aceh_Port, 58.6667, 0, 0
AB57, 41, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
AB57, 41, Phase_II_Farp_2A, 0, 0, 0
AB57, 41, Phase_I_313_Staging_Location, 0, 0, 0
AB57, 41, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
AB57, 41, Phase_II_D2_PAA4, 0, 0, 0
AB57, 41, Phase_II_PAA2, 0, 0, 0
AB57, 41, Sultan_Iskandar_Muda_Airport, 0, 0, 0
AB57, 41, Medan_Air_Base, 0, 0, 0
AB57, 41, Phase_I_328_Staging_Location, 0, 0, 0
AB57, 41, Phase_II_D3_PAA5, 0, 0, 0
AB57, 41, Phase_II_D1_PAA_3, 0, 0, 0
AB57, 41, Phase_I_128_Staging_Location, 0, 0, 0
AB57, 41, Phase_II_D-Day_128_Support_Area, 0, 0, 0
AB57, 41, Port_of_Belawan, 0, 0, 0
AB57, 41, Banda_Aceh_Port, 58.6667, 0, 0
AB57, 42, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
AB57, 42, Phase_II_Farp_2A, 0, 0, 0
AB57, 42, Phase_I_313_Staging_Location, 0, 0, 0
AB57, 42, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
AB57, 42, Phase_II_D2_PAA4, 0, 0, 0
AB57, 42, Phase_II_PAA2, 0, 0, 0
AB57, 42, Sultan_Iskandar_Muda_Airport, 0, 0, 0
AB57, 42, Medan_Air_Base, 0, 0, 0
AB57, 42, Phase_I_328_Staging_Location, 0, 0, 0
AB57, 42, Phase_II_D3_PAA5, 0, 0, 0
AB57, 42, Phase_II_D1_PAA_3, 0, 0, 0
AB57, 42, Phase_I_128_Staging_Location, 0, 0, 0
AB57, 42, Phase_II_D-Day_128_Support_Area, 0, 0, 0
AB57, 42, Port_of_Belawan, 0, 0, 0
AB57, 42, Banda_Aceh_Port, 58.6667, 0, 0
AB57, 43, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
AB57, 43, Phase_II_Farp_2A, 0, 0, 0
AB57, 43, Phase_I_313_Staging_Location, 0, 0, 0
AB57, 43, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
AB57, 43, Phase_II_D2_PAA4, 0, 0, 0
AB57, 43, Phase_II_PAA2, 0, 0, 0
AB57, 43, Sultan_Iskandar_Muda_Airport, 0, 0, 0
AB57, 43, Medan_Air_Base, 0, 0, 0
AB57, 43, Phase_I_328_Staging_Location, 0, 0, 0
AB57, 43, Phase_II_D3_PAA5, 0, 0, 0
AB57, 43, Phase_II_D1_PAA_3, 0, 0, 0
AB57, 43, Phase_I_128_Staging_Location, 0, 0, 0
AB57, 43, Phase_II_D-Day_128_Support_Area, 0, 0, 0
AB57, 43, Port_of_Belawan, 0, 0, 0
AB57, 43, Banda_Aceh_Port, 58.6667, 0, 0
AB57, 44, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
AB57, 44, Phase_II_Farp_2A, 0, 0, 0
AB57, 44, Phase_I_313_Staging_Location, 0, 0, 0
AB57, 44, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
AB57, 44, Phase_II_D2_PAA4, 0, 0, 0
AB57, 44, Phase_II_PAA2, 0, 0, 0
AB57, 44, Sultan_Iskandar_Muda_Airport, 0, 0, 0
AB57, 44, Medan_Air_Base, 0, 0, 0
AB57, 44, Phase_I_328_Staging_Location, 0, 0, 0
AB57, 44, Phase_II_D3_PAA5, 0, 0, 0
AB57, 44, Phase_II_D1_PAA_3, 0, 0, 0
AB57, 44, Phase_I_128_Staging_Location, 0, 0, 0
AB57, 44, Phase_II_D-Day_128_Support_Area, 0, 0, 0
AB57, 44, Port_of_Belawan, 0, 0, 0
AB57, 44, Banda_Aceh_Port, 58.6667, 0, 0
G950, 1, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 1, Phase_II_Farp_2A, 0, 0, 0
G950, 1, Phase_I_313_Staging_Location, 0, 0, 0
G950, 1, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 1, Phase_II_D2_PAA4, 0, 0, 0
G950, 1, Phase_II_PAA2, 0, 0, 0
G950, 1, Sultan_Iskandar_Muda_Airport, 0, 0, 0
G950, 1, Medan_Air_Base, 0, 0, 0
G950, 1, Phase_I_328_Staging_Location, 0, 0, 0
G950, 1, Phase_II_D3_PAA5, 0, 0, 0
G950, 1, Phase_II_D1_PAA_3, 0, 0, 0
G950, 1, Phase_I_128_Staging_Location, 0, 0, 0
G950, 1, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 1, Port_of_Belawan, 0, 0, 0
G950, 1, Banda_Aceh_Port, 80.6316, 0, 0
G950, 2, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 2, Phase_II_Farp_2A, 0, 0, 0
G950, 2, Phase_I_313_Staging_Location, 0, 0, 0
G950, 2, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 2, Phase_II_D2_PAA4, 0, 0, 0
G950, 2, Phase_II_PAA2, 0, 0, 0
G950, 2, Sultan_Iskandar_Muda_Airport, 3, 3, 0
G950, 2, Medan_Air_Base, 0, 0, 0
G950, 2, Phase_I_328_Staging_Location, 0, 0, 0
G950, 2, Phase_II_D3_PAA5, 0, 0, 0
G950, 2, Phase_II_D1_PAA_3, 0, 0, 0
G950, 2, Phase_I_128_Staging_Location, 0, 0, 0
G950, 2, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 2, Port_of_Belawan, 0, 0, 0
G950, 2, Banda_Aceh_Port, 80.2632, 0, 0
G950, 3, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 3, Phase_II_Farp_2A, 0, 0, 0
G950, 3, Phase_I_313_Staging_Location, 0, 0, 0
G950, 3, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 3, Phase_II_D2_PAA4, 0, 0, 0
G950, 3, Phase_II_PAA2, 0, 0, 0
G950, 3, Sultan_Iskandar_Muda_Airport, 3, 3, 0
G950, 3, Medan_Air_Base, 0, 0, 0
G950, 3, Phase_I_328_Staging_Location, 0, 0, 0
G950, 3, Phase_II_D3_PAA5, 0, 0, 0
G950, 3, Phase_II_D1_PAA_3, 0, 0, 0
G950, 3, Phase_I_128_Staging_Location, 0, 0, 0
G950, 3, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 3, Port_of_Belawan, 0, 0, 0
G950, 3, Banda_Aceh_Port, 79.8947, 0, 0
G950, 4, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 4, Phase_II_Farp_2A, 0, 0, 0
G950, 4, Phase_I_313_Staging_Location, 0, 0, 0
G950, 4, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 4, Phase_II_D2_PAA4, 0, 0, 0
G950, 4, Phase_II_PAA2, 0, 0, 0
G950, 4, Sultan_Iskandar_Muda_Airport, 3, 3, 0
G950, 4, Medan_Air_Base, 0, 0, 0
G950, 4, Phase_I_328_Staging_Location, 0, 0, 0
G950, 4, Phase_II_D3_PAA5, 0, 0, 0
G950, 4, Phase_II_D1_PAA_3, 0, 0, 0
G950, 4, Phase_I_128_Staging_Location, 0, 0, 0
G950, 4, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 4, Port_of_Belawan, 0, 0, 0
G950, 4, Banda_Aceh_Port, 78.0526, 0, 0
G950, 5, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 5, Phase_II_Farp_2A, 0, 0, 0
G950, 5, Phase_I_313_Staging_Location, 0, 0, 0
G950, 5, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 5, Phase_II_D2_PAA4, 0, 0, 0
G950, 5, Phase_II_PAA2, 0, 0, 0
G950, 5, Sultan_Iskandar_Muda_Airport, 4.47368, 3, 0
G950, 5, Medan_Air_Base, 0, 0, 0
G950, 5, Phase_I_328_Staging_Location, 0, 0, 0
G950, 5, Phase_II_D3_PAA5, 0, 0, 0
G950, 5, Phase_II_D1_PAA_3, 0, 0, 0
G950, 5, Phase_I_128_Staging_Location, 0, 0, 0
G950, 5, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 5, Port_of_Belawan, 0, 0, 0
G950, 5, Banda_Aceh_Port, 78.0526, 0, 0
G950, 6, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 6, Phase_II_Farp_2A, 0, 0, 0
G950, 6, Phase_I_313_Staging_Location, 0, 0, 0
G950, 6, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 6, Phase_II_D2_PAA4, 0, 0, 0
G950, 6, Phase_II_PAA2, 0, 0, 0
G950, 6, Sultan_Iskandar_Muda_Airport, 4.10526, 3, 0
G950, 6, Medan_Air_Base, 0, 0, 0
G950, 6, Phase_I_328_Staging_Location, 0, 0, 0
G950, 6, Phase_II_D3_PAA5, 0, 0, 0
G950, 6, Phase_II_D1_PAA_3, 0, 0, 0
G950, 6, Phase_I_128_Staging_Location, 0, 0, 0
G950, 6, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 6, Port_of_Belawan, 0, 0, 0
G950, 6, Banda_Aceh_Port, 78.0526, 0, 0
G950, 7, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 7, Phase_II_Farp_2A, 0, 0, 0
G950, 7, Phase_I_313_Staging_Location, 0, 0, 0
G950, 7, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 7, Phase_II_D2_PAA4, 0, 0, 0
G950, 7, Phase_II_PAA2, 0, 0, 0
G950, 7, Sultan_Iskandar_Muda_Airport, 3.73684, 3, 0
G950, 7, Medan_Air_Base, 0, 0, 0
G950, 7, Phase_I_328_Staging_Location, 0, 0, 0
G950, 7, Phase_II_D3_PAA5, 0, 0, 0
G950, 7, Phase_II_D1_PAA_3, 0, 0, 0
G950, 7, Phase_I_128_Staging_Location, 0, 0, 0
G950, 7, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 7, Port_of_Belawan, 0, 0, 0
G950, 7, Banda_Aceh_Port, 78.0526, 0, 0
G950, 8, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 8, Phase_II_Farp_2A, 0, 0, 0
G950, 8, Phase_I_313_Staging_Location, 0, 0, 0
G950, 8, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 8, Phase_II_D2_PAA4, 0, 0, 0
G950, 8, Phase_II_PAA2, 0, 0, 0
G950, 8, Sultan_Iskandar_Muda_Airport, 3.36842, 3, 0
G950, 8, Medan_Air_Base, 0, 0, 0
G950, 8, Phase_I_328_Staging_Location, 0, 0, 0
G950, 8, Phase_II_D3_PAA5, 0, 0, 0
G950, 8, Phase_II_D1_PAA_3, 0, 0, 0
G950, 8, Phase_I_128_Staging_Location, 0, 0, 0
G950, 8, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 8, Port_of_Belawan, 0, 0, 0
G950, 8, Banda_Aceh_Port, 78.0526, 0, 0
G950, 9, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 9, Phase_II_Farp_2A, 0, 0, 0
G950, 9, Phase_I_313_Staging_Location, 0, 0, 0
G950, 9, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 9, Phase_II_D2_PAA4, 0, 0, 0
G950, 9, Phase_II_PAA2, 0, 0, 0
G950, 9, Sultan_Iskandar_Muda_Airport, 3, 3, 0
G950, 9, Medan_Air_Base, 0, 0, 0
G950, 9, Phase_I_328_Staging_Location, 0, 0, 0
G950, 9, Phase_II_D3_PAA5, 0, 0, 0
G950, 9, Phase_II_D1_PAA_3, 0, 0, 0
G950, 9, Phase_I_128_Staging_Location, 0, 0, 0
G950, 9, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 9, Port_of_Belawan, 0, 0, 0
G950, 9, Banda_Aceh_Port, 66, 0, 0
G950, 10, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 10, Phase_II_Farp_2A, 0, 0, 0
G950, 10, Phase_I_313_Staging_Location, 0, 0, 0
G950, 10, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 10, Phase_II_D2_PAA4, 0, 0, 0
G950, 10, Phase_II_PAA2, 0, 0, 0
G950, 10, Sultan_Iskandar_Muda_Airport, 14.6842, 3, 0
G950, 10, Medan_Air_Base, 0, 0, 0
G950, 10, Phase_I_328_Staging_Location, 0, 0, 0
G950, 10, Phase_II_D3_PAA5, 0, 0, 0
G950, 10, Phase_II_D1_PAA_3, 0, 0, 0
G950, 10, Phase_I_128_Staging_Location, 0, 0, 0
G950, 10, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 10, Port_of_Belawan, 0, 0, 0
G950, 10, Banda_Aceh_Port, 66, 0, 0
G950, 11, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 11, Phase_II_Farp_2A, 0, 0, 0
G950, 11, Phase_I_313_Staging_Location, 0, 0, 0
G950, 11, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 11, Phase_II_D2_PAA4, 0, 0, 0
G950, 11, Phase_II_PAA2, 0, 0, 0
G950, 11, Sultan_Iskandar_Muda_Airport, 14.3158, 3, 0
G950, 11, Medan_Air_Base, 0, 0, 0
G950, 11, Phase_I_328_Staging_Location, 0, 0, 0
G950, 11, Phase_II_D3_PAA5, 0, 0, 0
G950, 11, Phase_II_D1_PAA_3, 0, 0, 0
G950, 11, Phase_I_128_Staging_Location, 0, 0, 0
G950, 11, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 11, Port_of_Belawan, 0, 0, 0
G950, 11, Banda_Aceh_Port, 66, 0, 0
G950, 12, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 12, Phase_II_Farp_2A, 0, 0, 0
G950, 12, Phase_I_313_Staging_Location, 0, 0, 0
G950, 12, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 12, Phase_II_D2_PAA4, 0, 0, 0
G950, 12, Phase_II_PAA2, 0, 0, 0
G950, 12, Sultan_Iskandar_Muda_Airport, 13.9474, 3, 0
G950, 12, Medan_Air_Base, 0, 0, 0
G950, 12, Phase_I_328_Staging_Location, 0, 0, 0
G950, 12, Phase_II_D3_PAA5, 0, 0, 0
G950, 12, Phase_II_D1_PAA_3, 0, 0, 0
G950, 12, Phase_I_128_Staging_Location, 0, 0, 0
G950, 12, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 12, Port_of_Belawan, 0, 0, 0
G950, 12, Banda_Aceh_Port, 66, 0, 0
G950, 13, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 13, Phase_II_Farp_2A, 0, 0, 0
G950, 13, Phase_I_313_Staging_Location, 0, 0, 0
G950, 13, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 13, Phase_II_D2_PAA4, 0, 0, 0
G950, 13, Phase_II_PAA2, 0, 0, 0
G950, 13, Sultan_Iskandar_Muda_Airport, 13.5789, 3, 0
G950, 13, Medan_Air_Base, 0, 0, 0
G950, 13, Phase_I_328_Staging_Location, 0, 0, 0
G950, 13, Phase_II_D3_PAA5, 0, 0, 0
G950, 13, Phase_II_D1_PAA_3, 0, 0, 0
G950, 13, Phase_I_128_Staging_Location, 0, 0, 0
G950, 13, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 13, Port_of_Belawan, 0, 0, 0
G950, 13, Banda_Aceh_Port, 66, 0, 0
G950, 14, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 14, Phase_II_Farp_2A, 0, 0, 0
G950, 14, Phase_I_313_Staging_Location, 0, 0, 0
G950, 14, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 14, Phase_II_D2_PAA4, 0, 0, 0
G950, 14, Phase_II_PAA2, 0, 0, 0
G950, 14, Sultan_Iskandar_Muda_Airport, 13.2105, 3, 0
G950, 14, Medan_Air_Base, 0, 0, 0
G950, 14, Phase_I_328_Staging_Location, 0, 0, 0
G950, 14, Phase_II_D3_PAA5, 0, 0, 0
G950, 14, Phase_II_D1_PAA_3, 0, 0, 0
G950, 14, Phase_I_128_Staging_Location, 0, 0, 0
G950, 14, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 14, Port_of_Belawan, 0, 0, 0
G950, 14, Banda_Aceh_Port, 66, 0, 0
G950, 15, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 15, Phase_II_Farp_2A, 0, 0, 0
G950, 15, Phase_I_313_Staging_Location, 0, 0, 0
G950, 15, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 15, Phase_II_D2_PAA4, 0, 0, 0
G950, 15, Phase_II_PAA2, 0, 0, 0
G950, 15, Sultan_Iskandar_Muda_Airport, 12.8421, 3, 0
G950, 15, Medan_Air_Base, 0, 0, 0
G950, 15, Phase_I_328_Staging_Location, 0, 0, 0
G950, 15, Phase_II_D3_PAA5, 0, 0, 0
G950, 15, Phase_II_D1_PAA_3, 0, 0, 0
G950, 15, Phase_I_128_Staging_Location, 0, 0, 0
G950, 15, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 15, Port_of_Belawan, 0, 0, 0
G950, 15, Banda_Aceh_Port, 66, 0, 0
G950, 16, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 16, Phase_II_Farp_2A, 0, 0, 0
G950, 16, Phase_I_313_Staging_Location, 0, 0, 0
G950, 16, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 16, Phase_II_D2_PAA4, 0, 0, 0
G950, 16, Phase_II_PAA2, 0, 0, 0
G950, 16, Sultan_Iskandar_Muda_Airport, 12.4737, 3, 0
G950, 16, Medan_Air_Base, 0, 0, 0
G950, 16, Phase_I_328_Staging_Location, 0, 0, 0
G950, 16, Phase_II_D3_PAA5, 0, 0, 0
G950, 16, Phase_II_D1_PAA_3, 0, 0, 0
G950, 16, Phase_I_128_Staging_Location, 0, 0, 0
G950, 16, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 16, Port_of_Belawan, 0, 0, 0
G950, 16, Banda_Aceh_Port, 66, 0, 0
G950, 17, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 17, Phase_II_Farp_2A, 0, 0, 0
G950, 17, Phase_I_313_Staging_Location, 0, 0, 0
G950, 17, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 17, Phase_II_D2_PAA4, 0, 0, 0
G950, 17, Phase_II_PAA2, 0, 0, 0
G950, 17, Sultan_Iskandar_Muda_Airport, 12.1053, 3, 0
G950, 17, Medan_Air_Base, 0, 0, 0
G950, 17, Phase_I_328_Staging_Location, 0, 0, 0
G950, 17, Phase_II_D3_PAA5, 0, 0, 0
G950, 17, Phase_II_D1_PAA_3, 0, 0, 0
G950, 17, Phase_I_128_Staging_Location, 0, 0, 0
G950, 17, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 17, Port_of_Belawan, 0, 0, 0
G950, 17, Banda_Aceh_Port, 66, 0, 0
G950, 18, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 18, Phase_II_Farp_2A, 0, 0, 0
G950, 18, Phase_I_313_Staging_Location, 0, 0, 0
G950, 18, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 18, Phase_II_D2_PAA4, 0, 0, 0
G950, 18, Phase_II_PAA2, 0, 0, 0
G950, 18, Sultan_Iskandar_Muda_Airport, 11.7368, 3, 0
G950, 18, Medan_Air_Base, 0, 0, 0
G950, 18, Phase_I_328_Staging_Location, 0, 0, 0
G950, 18, Phase_II_D3_PAA5, 0, 0, 0
G950, 18, Phase_II_D1_PAA_3, 0, 0, 0
G950, 18, Phase_I_128_Staging_Location, 0, 0, 0
G950, 18, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 18, Port_of_Belawan, 0, 0, 0
G950, 18, Banda_Aceh_Port, 66, 0, 0
G950, 19, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 19, Phase_II_Farp_2A, 0, 0, 0
G950, 19, Phase_I_313_Staging_Location, 0, 0, 0
G950, 19, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 19, Phase_II_D2_PAA4, 0, 0, 0
G950, 19, Phase_II_PAA2, 0, 0, 0
G950, 19, Sultan_Iskandar_Muda_Airport, 11.3684, 3, 0
G950, 19, Medan_Air_Base, 0, 0, 0
G950, 19, Phase_I_328_Staging_Location, 0, 0, 0
G950, 19, Phase_II_D3_PAA5, 0, 0, 0
G950, 19, Phase_II_D1_PAA_3, 0, 0, 0
G950, 19, Phase_I_128_Staging_Location, 0, 0, 0
G950, 19, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 19, Port_of_Belawan, 0, 0, 0
G950, 19, Banda_Aceh_Port, 60, 0, 0
G950, 20, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 20, Phase_II_Farp_2A, 0, 0, 0
G950, 20, Phase_I_313_Staging_Location, 0, 0, 0
G950, 20, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 20, Phase_II_D2_PAA4, 0, 0, 0
G950, 20, Phase_II_PAA2, 0, 0, 0
G950, 20, Sultan_Iskandar_Muda_Airport, 11, 3, 0
G950, 20, Medan_Air_Base, 0, 0, 0
G950, 20, Phase_I_328_Staging_Location, 0, 0, 0
G950, 20, Phase_II_D3_PAA5, 0, 0, 0
G950, 20, Phase_II_D1_PAA_3, 0, 0, 0
G950, 20, Phase_I_128_Staging_Location, 0, 0, 0
G950, 20, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 20, Port_of_Belawan, 0, 0, 0
G950, 20, Banda_Aceh_Port, 54.6667, 0, 0
G950, 21, Phase_I__II_Recon_Deep_Staging_Location, 0, 0, 0
G950, 21, Phase_II_Farp_2A, 0, 0, 0
G950, 21, Phase_I_313_Staging_Location, 1.33333, 0, 0
G950, 21, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 21, Phase_II_D2_PAA4, 0, 0, 0
G950, 21, Phase_II_PAA2, 0, 0, 0
G950, 21, Sultan_Iskandar_Muda_Airport, 11, 0, 0
G950, 21, Medan_Air_Base, 0, 0, 0
G950, 21, Phase_I_328_Staging_Location, 0, 0, 0
G950, 21, Phase_II_D3_PAA5, 0, 0, 0
G950, 21, Phase_II_D1_PAA_3, 0, 0, 0
G950, 21, Phase_I_128_Staging_Location, 6, 0, 0
G950, 21, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 21, Port_of_Belawan, 0, 0, 0
G950, 21, Banda_Aceh_Port, 52.6667, 0, 0
G950, 22, Phase_I__II_Recon_Deep_Staging_Location, 1.66667, 1, 0
G950, 22, Phase_II_Farp_2A, 0, 0, 0
G950, 22, Phase_I_313_Staging_Location, 1, 1, 0
G950, 22, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 22, Phase_II_D2_PAA4, 0, 0, 0
G950, 22, Phase_II_PAA2, 0, 0, 0
G950, 22, Sultan_Iskandar_Muda_Airport, 10.6667, 1, 0
G950, 22, Medan_Air_Base, 0, 0, 0
G950, 22, Phase_I_328_Staging_Location, 3.33333, 2, 0
G950, 22, Phase_II_D3_PAA5, 0, 0, 0
G950, 22, Phase_II_D1_PAA_3, 0, 0, 0
G950, 22, Phase_I_128_Staging_Location, 5, 3, 0
G950, 22, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 22, Port_of_Belawan, 0, 0, 0
G950, 22, Banda_Aceh_Port, 52, 0, 0
G950, 23, Phase_I__II_Recon_Deep_Staging_Location, 1.33333, 1, 0
G950, 23, Phase_II_Farp_2A, 0, 0, 0
G950, 23, Phase_I_313_Staging_Location, 1.33333, 1, 0
G950, 23, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 23, Phase_II_D2_PAA4, 0, 0, 0
G950, 23, Phase_II_PAA2, 0, 0, 0
G950, 23, Sultan_Iskandar_Muda_Airport, 10.3333, 1, 0
G950, 23, Medan_Air_Base, 0, 0, 0
G950, 23, Phase_I_328_Staging_Location, 2.66667, 2, 0
G950, 23, Phase_II_D3_PAA5, 0, 0, 0
G950, 23, Phase_II_D1_PAA_3, 0, 0, 0
G950, 23, Phase_I_128_Staging_Location, 4, 3, 0
G950, 23, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 23, Port_of_Belawan, 0, 0, 0
G950, 23, Banda_Aceh_Port, 42.3333, 0, 0
G950, 24, Phase_I__II_Recon_Deep_Staging_Location, 1, 1, 0
G950, 24, Phase_II_Farp_2A, 0, 0, 0
G950, 24, Phase_I_313_Staging_Location, 1, 1, 0
G950, 24, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 24, Phase_II_D2_PAA4, 0, 0, 0
G950, 24, Phase_II_PAA2, 0, 0, 0
G950, 24, Sultan_Iskandar_Muda_Airport, 10, 1, 0
G950, 24, Medan_Air_Base, 0, 0, 0
G950, 24, Phase_I_328_Staging_Location, 2, 2, 0
G950, 24, Phase_II_D3_PAA5, 0, 0, 0
G950, 24, Phase_II_D1_PAA_3, 0, 0, 0
G950, 24, Phase_I_128_Staging_Location, 3, 3, 0
G950, 24, Phase_II_D-Day_128_Support_Area, 0, 0, 0
G950, 24, Port_of_Belawan, 0, 0, 0
G950, 24, Banda_Aceh_Port, 42.3333, 0, 0
G950, 25, Phase_I__II_Recon_Deep_Staging_Location, 1, 0, 0
G950, 25, Phase_II_Farp_2A, 4, 0, 0
G950, 25, Phase_I_313_Staging_Location, 1, 0, 0
G950, 25, Phase_II_D1_128__328_Supporting_Position, 0, 0, 0
G950, 25, Phase_II_D2_PAA4, 2.66667, 0, 0
G950, 25, Phase_II_PAA2, 2, 0, 0
G950, 25, Sultan_Iskandar_Muda_Airport, 10, 0, 0
G950, 25, Medan_Air_Base, 0, 0, 0
G950, 25, Phase_I_328_Staging_Location, 2, 0, 0
G950, 25, Phase_II_D3_PAA5, 0, 0, 0
G950, 25, Phase_II_D1_PAA_3, 0, 0, 0
G950, 25, Phase_I_128_Staging_Location, 1.33333, 0, 0
G950, 25, Phase_II_D-Day_128_Support_Area, 1, 0, 0
G950, 25, Port_of_Belawan, 0, 0, 0
G950, 25, Banda_Aceh_Port, 42.3333, 0, 0
G950, 26, Phase_I__II_Recon_Deep_Staging_Location, 1, 0, 0
