j,t,l, Inv, Inv_LB, shortage
E1123, 20, Mud_Bay_Sup, 0, 0, 0
E1123, 20, Port_Chilkoot, 0, 0, 0
E1123, 20, Elmendorf_AFB, 0, 0, 0
E1123, 20, Anchorage_Port, 0, 0, 0
E1123, 20, Seward_MPF_Port, 0, 0, 0
E1123, 20, Fairbanks_Airport, 8, 8, 0
E1123, 20, Nome_Airport, 0, 0, 0
E1123, 20, Nome_Port, 0, 0, 0
E1123, 20, Teller_Dest, 0, 0, 0
E1123, 20, Camp_Pendleton_Airport, 0, 0, 0
E1123, 20, Point_Loma, 0, 0, 0
E1123, 21, Juneau_Airport, 0, 0, 0
E1123, 21, Mosquito_Lake_Sup, 0, 0, 0
E1123, 21, Tanani_Sup, 0, 0, 0
E1123, 21, Mud_Bay_Sup, 0, 0, 0
E1123, 21, Port_Chilkoot, 0, 0, 0
E1123, 21, Elmendorf_AFB, 0, 0, 0
E1123, 21, Anchorage_Port, 0, 0, 0
E1123, 21, Seward_MPF_Port, 0, 0, 0
E1123, 21, Fairbanks_Airport, 8, 8, 0
E1123, 21, Nome_Airport, 0, 0, 0
E1123, 21, Nome_Port, 0, 0, 0
E1123, 21, Teller_Dest, 0, 0, 0
E1123, 21, Camp_Pendleton_Airport, 0, 0, 0
E1123, 21, Point_Loma, 0, 0, 0
E1123, 22, Juneau_Airport, 0, 0, 0
E1123, 22, Mosquito_Lake_Sup, 0, 0, 0
E1123, 22, Tanani_Sup, 0, 0, 0
E1123, 22, Mud_Bay_Sup, 0, 0, 0
E1123, 22, Port_Chilkoot, 0, 0, 0
E1123, 22, Elmendorf_AFB, 0, 0, 0
E1123, 22, Anchorage_Port, 0, 0, 0
E1123, 22, Seward_MPF_Port, 0, 0, 0
E1123, 22, Fairbanks_Airport, 8, 8, 0
E1123, 22, Nome_Airport, 0, 0, 0
E1123, 22, Nome_Port, 0, 0, 0
E1123, 22, Teller_Dest, 0, 0, 0
E1123, 22, Camp_Pendleton_Airport, 0, 0, 0
E1123, 22, Point_Loma, 0, 0, 0
E1123, 23, Juneau_Airport, 0, 0, 0
E1123, 23, Mosquito_Lake_Sup, 0, 0, 0
E1123, 23, Tanani_Sup, 0, 0, 0
E1123, 23, Mud_Bay_Sup, 0, 0, 0
E1123, 23, Port_Chilkoot, 0, 0, 0
E1123, 23, Elmendorf_AFB, 0, 0, 0
E1123, 23, Anchorage_Port, 0, 0, 0
E1123, 23, Seward_MPF_Port, 0, 0, 0
E1123, 23, Fairbanks_Airport, 8, 8, 0
E1123, 23, Nome_Airport, 0, 0, 0
E1123, 23, Nome_Port, 0, 0, 0
E1123, 23, Teller_Dest, 0, 0, 0
E1123, 23, Camp_Pendleton_Airport, 0, 0, 0
E1123, 23, Point_Loma, 0, 0, 0
E1123, 24, Juneau_Airport, 0, 0, 0
E1123, 24, Mosquito_Lake_Sup, 0, 0, 0
E1123, 24, Tanani_Sup, 0, 0, 0
E1123, 24, Mud_Bay_Sup, 0, 0, 0
E1123, 24, Port_Chilkoot, 0, 0, 0
E1123, 24, Elmendorf_AFB, 0, 0, 0
E1123, 24, Anchorage_Port, 0, 0, 0
E1123, 24, Seward_MPF_Port, 0, 0, 0
E1123, 24, Fairbanks_Airport, 8, 8, 0
E1123, 24, Nome_Airport, 0, 0, 0
E1123, 24, Nome_Port, 0, 0, 0
E1123, 24, Teller_Dest, 0, 0, 0
E1123, 24, Camp_Pendleton_Airport, 0, 0, 0
E1123, 24, Point_Loma, 0, 0, 0
E1123, 25, Juneau_Airport, 0, 0, 0
E1123, 25, Mosquito_Lake_Sup, 0, 0, 0
E1123, 25, Tanani_Sup, 0, 0, 0
E1123, 25, Mud_Bay_Sup, 0, 0, 0
E1123, 25, Port_Chilkoot, 0, 0, 0
E1123, 25, Elmendorf_AFB, 0, 0, 0
E1123, 25, Anchorage_Port, 0, 0, 0
E1123, 25, Seward_MPF_Port, 0, 0, 0
E1123, 25, Fairbanks_Airport, 8, 8, 0
E1123, 25, Nome_Airport, 0, 0, 0
E1123, 25, Nome_Port, 0, 0, 0
E1123, 25, Teller_Dest, 0, 0, 0
