l,lprime,t,j,h,Mvalue,per-item weight,per-item importance,sym1,sym2,Reach
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, Rocket-_298mm_Alternative_Warhead_M30A2_IM_GMLRS, CH-53K_King_Stallion,11.8381,5072.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, CA30, CH-53K_King_Stallion,9.05263,66.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, G940, CH-53K_King_Stallion,17.8421,34.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, CRTG-_762MM_4_BALL_M801TRCR_M62, CH-53K_King_Stallion,1.73684,17.75,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, CRTG-_CAL_50_API_M8API-T_M20_LNKD_AC, CH-53K_King_Stallion,4.78947,35.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, L306, CH-53K_King_Stallion,17.8421,1.38,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, C385, CH-53K_King_Stallion,2.0,1071.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, G881, CH-53K_King_Stallion,74.8947,51.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, B542, CH-53K_King_Stallion,4.05263,42.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, C871, CH-53K_King_Stallion,9.52632,12.3,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, B647, CH-53K_King_Stallion,5.47368,45.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, L314, CH-53K_King_Stallion,18.8421,1.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, CRTG-_81MM_SMK_RP_M819_WFZ_MTSQ_M772, CH-53K_King_Stallion,15.0526,63.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,18, COMBAT_ENGR_CO_A_REIN_5TH_CEB, CH-53K_King_Stallion,62.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,18, RFL_CO_B_128, CH-53K_King_Stallion,134.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,18, RFL_CO_C_128, CH-53K_King_Stallion,134.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, MN79, JLTV_M1279A1,2.0,1.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, G955, JLTV_M1279A1,8.0,1.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, G963, JLTV_M1279A1,3.0,1.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, J007, JLTV_M1279A1,4.0,41.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, G924, JLTV_M1279A1,2.0,50.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, WPNS_CO_328, JLTV_M1279A1,8.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, L305, JLTV_M1279A1,8.0,1.46,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, L311, JLTV_M1279A1,4.0,1.64,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, G982, JLTV_M1279A1,8.0,1.69,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, G950, JLTV_M1279A1,4.0,34.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, L312, JLTV_M1279A1,12.0,1.64,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, L306, JLTV_M1279A1,8.0,1.38,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, G945, JLTV_M1279A1,8.0,1.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, L495, JLTV_M1279A1,14.0,1.35,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, L283, JLTV_M1279A1,4.0,8.76,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, MRE, JLTV_M1279A1,428.0,22.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, C484, JLTV_M1279A1,2.0,12.43,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, B567, JLTV_M1279A1,2.0,4.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, L307, JLTV_M1279A1,8.0,2.08,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, L314, JLTV_M1279A1,8.0,1.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, CA30, JLTV_M1279A1,6.0,66.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, GG41, JLTV_M1279A1,4.0,22.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, RFL_CO_I_328, AMK25,148.667,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, G940, AMK25,8.0,34.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, RFL_CO_L_328, AMK25,148.667,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, G900, AMK25,4.0,47.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, TRUCK_CO_A, AMK25,130.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, RFL_CO_K_328, AMK25,148.667,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,19, G881, AMK25,24.0,51.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,19, AA53, CH-53K_King_Stallion,0.0526316,33.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,19, MRE, CH-53K_King_Stallion,1470.01,22.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,19, C484, CH-53K_King_Stallion,2.84211,12.43,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, G963, JLTV_M1279A1,4.0,1.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, BA44, JLTV_M1279A1,98.0,4.86,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, C871, JLTV_M1279A1,18.0,12.3,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, WH51, JLTV_M1279A1,2.0,66.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, MN08, JLTV_M1279A1,2.0,0.56,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, MN79, JLTV_M1279A1,2.0,1.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, L312, JLTV_M1279A1,28.0,1.64,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, Charge-_Demolition_Block_TNT_1-Pound, JLTV_M1279A1,2.0,71.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, M421, JLTV_M1279A1,2.0,65.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, M131, JLTV_M1279A1,2.0,5.54,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, ML03, JLTV_M1279A1,2.0,15.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, MRE, JLTV_M1279A1,476.0,22.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, COMBAT_ENGR_CO_A_REIN_5TH_CEB, JLTV_M1279A1,92.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, B546, JLTV_M1279A1,4.0,44.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, COMBAT_ENGR_CO_A_REIN_5TH_CEB, AMK25,40.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, RFL_CO_C_128, AMK25,52.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, M456, AMK25,2.0,23.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, M757, AMK25,2.0,0.005,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, M420, AMK25,2.0,60.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,19, RFL_CO_B_128, AMK25,52.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Phase_I_328_Staging_Location,19, RFL_CO_K_328, AMK25,42.6667,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Phase_I_328_Staging_Location,19, RFL_CO_L_328, AMK25,42.6667,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Phase_I_328_Staging_Location,19, RFL_CO_I_328, AMK25,42.6667,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Phase_I_128_Staging_Location,19, WPNS_CO_128, JLTV_M1279A1,4.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,20, WPNS_CO_328, JLTV_M1279A1,138.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,20, CRTG-_556MM_TRCR_M856, JLTV_M1279A1,2.0,30.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,20, C871, JLTV_M1279A1,19.0,12.3,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,20, AB57, JLTV_M1279A1,2.0,35.08,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,20, TRUCK_CO_A, JLTV_M1279A1,6.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,20, Water_Rigid, JLTV_M1279A1,206.0,33.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_328_Staging_Location,20, CRTG-_81MM_SMK_RP_M819_WFZ_MTSQ_M772, JLTV_M1279A1,6.0,63.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, M670, JLTV_M1279A1,2.0,9.8,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, B542, JLTV_M1279A1,28.0,42.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, CRTG-_81MM_SMK_RP_M819_WFZ_MTSQ_M772, JLTV_M1279A1,28.0,63.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, Cartridge-_Caliber_50_4_SLAP_M9031_SLAP-T_M962_Linked, JLTV_M1279A1,2.0,35.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, G955, JLTV_M1279A1,16.0,1.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, L314, JLTV_M1279A1,16.0,1.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, G945, JLTV_M1279A1,16.0,1.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, L283, JLTV_M1279A1,4.0,8.76,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, CA27, JLTV_M1279A1,2.0,18.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, AA03, JLTV_M1279A1,2.0,17.9,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, L495, JLTV_M1279A1,38.0,1.35,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, K867, JLTV_M1279A1,2.0,40.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, C385, JLTV_M1279A1,3.33333,1071.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, WPNS_CO_128, JLTV_M1279A1,142.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, G881, JLTV_M1279A1,62.0,51.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, G982, JLTV_M1279A1,16.0,1.69,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, CA41, JLTV_M1279A1,2.0,26.4,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, GG41, JLTV_M1279A1,8.0,22.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, CRTG-_84MM-_HIGH_EXPL_DP_HEDP_502_RS, JLTV_M1279A1,2.0,19.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, AA54, JLTV_M1279A1,2.0,23.65,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, RFL_CO_A_128, JLTV_M1279A1,182.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, RFL_CO_C_128, JLTV_M1279A1,130.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, G900, JLTV_M1279A1,14.0,47.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, L311, JLTV_M1279A1,6.0,1.64,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, WH54, JLTV_M1279A1,2.0,61.56,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, B647, JLTV_M1279A1,4.0,45.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, CRTG-_762MM_4_BALL_M801TRCR_M62, JLTV_M1279A1,12.0,17.75,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, M039, JLTV_M1279A1,2.0,50.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, B508, JLTV_M1279A1,2.0,18.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, A606, JLTV_M1279A1,2.0,36.2,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, CA36, JLTV_M1279A1,2.0,18.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, A363, JLTV_M1279A1,2.0,36.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, A011, JLTV_M1279A1,4.0,23.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, B567, JLTV_M1279A1,2.0,4.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, BA14, JLTV_M1279A1,2.0,44.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, CRTG-_40MM_ILLUM_RED_STAR_PARA_M662_SIGNAL_RD, JLTV_M1279A1,2.0,18.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, RFL_CO_B_128, JLTV_M1279A1,130.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, JP5, JLTV_M1279A1,13104.6,6.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, C484, JLTV_M1279A1,10.0,12.43,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, CRTG-_556MM_TRCR_M856, JLTV_M1279A1,6.0,30.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, L307, JLTV_M1279A1,16.0,2.08,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, Cartridge-_40mm_Green_Star_Parachute_M661, JLTV_M1279A1,2.0,18.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, CA30, JLTV_M1279A1,6.0,66.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, G940, JLTV_M1279A1,16.0,34.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, G924, JLTV_M1279A1,4.0,50.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, AA53, JLTV_M1279A1,3.0,33.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, L305, JLTV_M1279A1,16.0,1.46,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, B509, JLTV_M1279A1,2.0,18.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, J007, JLTV_M1279A1,6.0,41.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, AA04, JLTV_M1279A1,2.0,17.75,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, CA51, JLTV_M1279A1,2.0,27.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, AB57, JLTV_M1279A1,12.0,35.08,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, Water_Rigid, JLTV_M1279A1,229.0,33.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, G950, JLTV_M1279A1,6.0,34.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, CA20, JLTV_M1279A1,2.0,20.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, B535, JLTV_M1279A1,2.0,18.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, L306, JLTV_M1279A1,16.0,1.38,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_128_Staging_Location,20, CRTG-_CAL_50_API_M8API-T_M20_LNKD_AC, JLTV_M1279A1,42.0,35.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I__II_Recon_Deep_Staging_Location,20, B509, CH-53K_King_Stallion,2.0,18.5,0,SupplyCompany,SupplyCompany,0.5894178020736307
Banda_Aceh_Port,Phase_I__II_Recon_Deep_Staging_Location,20, CA51, CH-53K_King_Stallion,2.0,27.5,0,SupplyCompany,SupplyCompany,0.5894178020736307
Banda_Aceh_Port,Phase_I__II_Recon_Deep_Staging_Location,20, Cartridge-_40mm_Green_Star_Parachute_M661, CH-53K_King_Stallion,2.0,18.5,0,SupplyCompany,SupplyCompany,0.5894178020736307
Banda_Aceh_Port,Phase_I__II_Recon_Deep_Staging_Location,20, G881, CH-53K_King_Stallion,6.0,51.0,0,SupplyCompany,SupplyCompany,0.5894178020736307
Banda_Aceh_Port,Phase_I__II_Recon_Deep_Staging_Location,20, B535, CH-53K_King_Stallion,2.0,18.5,0,SupplyCompany,SupplyCompany,0.5894178020736307
Banda_Aceh_Port,Phase_I__II_Recon_Deep_Staging_Location,20, CA36, CH-53K_King_Stallion,2.0,18.0,0,SupplyCompany,SupplyCompany,0.5894178020736307
Banda_Aceh_Port,Phase_I__II_Recon_Deep_Staging_Location,20, CRTG-_40MM_ILLUM_RED_STAR_PARA_M662_SIGNAL_RD, CH-53K_King_Stallion,2.0,18.5,0,SupplyCompany,SupplyCompany,0.5894178020736307
Banda_Aceh_Port,Phase_I__II_Recon_Deep_Staging_Location,20, CA27, CH-53K_King_Stallion,2.0,18.0,0,SupplyCompany,SupplyCompany,0.5894178020736307
Banda_Aceh_Port,Phase_I__II_Recon_Deep_Staging_Location,20, B546, CH-53K_King_Stallion,6.0,44.0,0,SupplyCompany,SupplyCompany,0.5894178020736307
Banda_Aceh_Port,Phase_I__II_Recon_Deep_Staging_Location,20, CA41, CH-53K_King_Stallion,3.0,26.4,0,SupplyCompany,SupplyCompany,0.5894178020736307
Banda_Aceh_Port,Phase_I__II_Recon_Deep_Staging_Location,20, MRE, CH-53K_King_Stallion,38.0,22.0,0,SupplyCompany,SupplyCompany,0.5894178020736307
Banda_Aceh_Port,Phase_I__II_Recon_Deep_Staging_Location,20, Water_Rigid, CH-53K_King_Stallion,20.0,33.0,0,SupplyCompany,SupplyCompany,0.5894178020736307
Sultan_Iskandar_Muda_Airport,Phase_I__II_Recon_Deep_Staging_Location,20, RECON_CO_C_5TH_RECON_BN, CH-53K_King_Stallion,28.0,210.0,0,SupplyCompany,SupplyCompany,0.7123300056060514
Sultan_Iskandar_Muda_Airport,Phase_I__II_Recon_Deep_Staging_Location,20, C385, CH-53K_King_Stallion,2.0,1071.0,0,SupplyCompany,SupplyCompany,0.7123300056060514
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, Water_Rigid, JLTV_M1279A1,127.0,33.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, G950, JLTV_M1279A1,2.0,34.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, L306, JLTV_M1279A1,8.0,1.38,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, CA20, JLTV_M1279A1,2.33333,20.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, CA36, JLTV_M1279A1,2.33333,18.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, Cartridge-_25mm_HEI-T_M792_Linked, JLTV_M1279A1,8.0,55.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, L314, JLTV_M1279A1,8.0,1.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, CA27, JLTV_M1279A1,2.33333,18.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, JP5, JLTV_M1279A1,17460.0,6.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, AA03, JLTV_M1279A1,1.33333,17.9,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, L495, JLTV_M1279A1,18.0,1.35,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, G945, JLTV_M1279A1,8.0,1.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, L283, JLTV_M1279A1,2.0,8.76,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, MRE, JLTV_M1279A1,491.0,22.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, C385, JLTV_M1279A1,2.0,1071.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, Rocket-_298mm_Tactical_Unitary_M31A2_IM_GMLRS, JLTV_M1279A1,11.5206,5096.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, L307, JLTV_M1279A1,8.0,2.08,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, G982, JLTV_M1279A1,8.0,1.69,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, GG41, JLTV_M1279A1,7.33333,22.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, CRTG-_84MM-_HIGH_EXPL_DP_HEDP_502_RS, JLTV_M1279A1,2.33333,19.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, G900, JLTV_M1279A1,11.3333,47.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, Cartridge-_25mm_APDS-T_M791_Linked, JLTV_M1279A1,4.66667,99.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Phase_I_313_Staging_Location,20, AB57, JLTV_M1279A1,6.0,35.08,0,SupplyCompany,SupplyCompany,0.0
